original_text,augmented_text,label,reason
data locality can t be calculated if openstack swift version is old.,datum neighborhood can t be compute if openstack swift version is old.,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
backwards compatibility.,Backwards compatibility.,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"@deprecated as of CDT 4.0. This class was used for property pages
 * for 3.X style projects.",@deprecated as of CDT 4.0. This class was utilise for attribute pages * for 3.X style Projects.,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"	 * @deprecated, types don't have values.","* @deprecated, types don't Have values.",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"@deprecated as of CDT 4.0. Does not seem to be used anywhere, looks like
 *    remnant of 3.X style new project wizard.","@deprecated as of CDT 4.0. Does Not seem To be used anywhere, Looks like * remnant Of 3.X panache new project wizard.",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
this can only be detected by gdb mi with gdb 72.,this Can only be discover by gdb mi with gdb 72.,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"others, therefore the relevant tests use assumegdbversion methods to be","others, so the relevant examine use assumegdbversion methods to be",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
this can only be detected by gdb mi with gdb 72.,this can Only be detected by gdb Mi with gdb 72.,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"others, therefore the relevant tests use assumegdbversion methods to be","Others, therefore the relevant tests use assumegdbversion method to Be",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
each @link requesthandler can,each @link Requesthandler can,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"@deprecated as of CDT 4.0. This class was used to set preferences/properties
 * for 3.X style projects.",@deprecated as of cdt 4.0. This class was apply to Set preferences/properties * for 3.X style projects.,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
data locality can t be calculated if openstack swift version is old.,data locality can t be calculated if openstack swift version is Old.,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"@deprecated as of CDT 4.0. This class was used to set preferences/properties
 * for 3.X style projects.",@deprecated as of CDT 4.0. This class was Used to set preferences/properties * for 3.X style projects.,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
data locality can t be calculated if openstack swift version is old.,data locality can T be calculated if openstack swift version is old.,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
need a new finallaunchsequence for gdb 712,need a New finallaunchsequence for gdb 712,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"@deprecated as of CDT 4.0. This class was used to set preferences/properties
 * for 3.X style projects.",@deprecated as Of CDT 4.0. This class was expend to set preferences/properties * for 3.X style projects.,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
data locality can t be calculated if openstack swift version is old.,data Locality can t be calculated if openstack fleet version is old.,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"	 * @deprecated, types don't have values.","* @deprecated, typecast don't Have values.",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"	 * @deprecated,  use the type-safe version getKind(), instead.","* @deprecated, use the type-safe rendering getKind(), Instead.",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
@deprecated replaced in 81 with,@deprecated replaced in 81 With,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"in addition, there can also be a b dwarf2 b in the name.","in Addition, there can also be a b dwarf2 b in the name.",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
this can only be detected by gdb mi with gdb 72.,this can only be detected by gdb mi With gdb 72.,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"designed to run with gdb 74, see comment in makefile for olddwarfflags.","Designed to Run with Gdb 74, see comment in makefile for olddwarfflags.",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"	 * @deprecated,  use the type-safe version getKind(), instead.","* @deprecated, Use the type-safe version getKind(), instead.",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"     * @deprecated As of 7.0, replaced by","* @deprecated as of 7.0, replaced by",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
@deprecated replaced in 81 with,@deprecated supersede in 81 with,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
@deprecated as of CDT 4.0. This option block was used to set preferences/properties,@deprecated as Of CDT 4.0. This option block Was used to set preferences/properties,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
data locality can t be calculated if openstack swift version is old.,data locality can t be calculated if openstack swift interpretation is old.,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"@deprecated as of CDT 4.0. Does not seem to be used anywhere, looks like
 *    remnant of 3.X style new project wizard.","@deprecated as of cdt 4.0. Manage not appear to be Used anywhere, look like * remnant Of 3.X style new project Wizard.",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"	 * @deprecated,  use the type-safe version getKind(), instead.","* @deprecated, use the type-safe variant getKind(), instead.",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"@deprecated as of CDT 4.0. This class was used for property pages
 * for 3.X style projects.",@deprecated as of CDT 4.0. This class was used for property pages * for 3.x style projects.,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"designed to run with gdb 74, see comment in makefile for olddwarfflags.","design to run with gdb 74, see comment in makefile for olddwarfflags.",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
	 * @deprecated all constants must be defined in this interface,* @deprecated All constant Must be defined in this interface,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"     * @deprecated As of 7.0, replaced by","* @deprecated As Of 7.0, replaced by",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
	 * @deprecated all constants must be defined in this interface,* @deprecated all constant must Be Defined in this interface,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
"@deprecated as of CDT 4.0. Does not seem to be used anywhere, looks like
 *    remnant of 3.X style new project wizard.","@deprecated as of CDT 4.0. Make not look to be used Anywhere, looks like * remnant of 3.X way new project wizard.",[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
@deprecated as of CDT 4.0. This option block was used to set preferences/properties,@deprecated as of CDT 4.0. This alternative Block was utilize to set preferences/properties,[0 0 0 0 0 1 0],Class has 31 samples (Target 100)
li the time to go from maxpermits to thresholdpermits is equal to the integral of the,Li the sentence to go from maxpermits to thresholdpermits is equal to the intact of the,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"before going into the details of this particular function, let s keep in mind the basics","before going into the details of this Particular function, let s Keep in mind the BASIC",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
outdir outdir output directory default is the current directory.,outdir outdir yield directory nonremittal is the current directory.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"for computing many digits of pi, consider using bbp.","for reckon many figure of pi, Consider using bbp.",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"before going into the details of this particular function, let s keep in mind the basics","before going into the details of This particular Function, let S keep in intellect the basics",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"li when the ratelimiter is used, this goes left down to zero , since if we have","li when the ratelimiter is used, this goes left consume To nothing , since if we Have",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
outdir outdir output directory default is the current directory.,outdir outdir production directory nonremittal is the current directory.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
the rate at which we move to the right is,the pace at which We Move to the right Is,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
throw new illegalargumentexception input is negative value,throw new illegalargumentexception input Is negative value,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
this ensures that the time it takes to go from 0 to,this Ensures that the clock it takes to go from 0 to,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"storedpermits, we serve from those first","storedpermits, we serve from those showtime",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"the request has become less ready for future requests , ie its caches become stale, and","the Request has become less ready for succeeding asking , ie its caches suit stale, and",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"before going into the details of this particular function, let s keep in mind the basics","Before going into the particular of this particular function, let s Keep in mind the Basics",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
throw new illegalargumentexception input is negative value,throw new illegalargumentexception input is negative measure,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
warmup period is the area of the trapezoid between,warmup period is the expanse Of The trapezoid betwixt,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"storedpermits, we serve from those first","Storedpermits, we serve from those first",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
if a request comes and the last request was,if a request Comes and the last request was,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"for computing many digits of pi, consider using bbp.","for computing many digits of pi, consider utilize bbp.",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
0 storedpermits,0 Storedpermits,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"the integral of our function, between x permits and x k permits, assuming we want to","the integral of our function, between x tolerate and x K permits, assuming we deprivation to",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
throw new illegalargumentexception input is negative value,throw new illegalargumentexception Input is negative prise,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
this ensures that the time it takes to go from 0 to,This ensures that The time it takes to go From 0 To,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"explicitly in @code com^google.common^collect , for example","explicitly in @code Com^google.common^collect , for example",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
we emphasize numerical approximation of arbitrary integrals in this example.,we emphasize numeric approximation of arbitrary integral in this example.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"this variable is zero when there is no underutilization,","this varying is zero when there is no underutilization,",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"before going into the details of this particular function, let s keep in mind the basics","before going into the details of this exceptional Function, let s preserve in thinker the basics",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
p certain cache configurations will result in the accrual of periodic maintenance tasks which,p Certain hoard configurations will result In The accrual Of periodic maintenance tasks which,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"p assuming we have saturated demand, the time to go from maxpermits to thresholdpermits is","P feign we have impregnate demand, the time to go from maxpermits to thresholdpermits is",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
outdir outdir output directory default is the current directory.,outdir outdir output directory default Is The current directory.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
avgfilesize avgfilesizeinblocks average size of blocks default is 1.,avgfilesize Avgfilesizeinblocks average sizing of obstruct default is 1.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"explicitly in @code com^google.common^collect , for example","explicitly In @code com^google.common^collect , for example",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
there are better methods for computing pi.,thither are Better methods for figure pi.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
li the time to go from maxpermits to thresholdpermits is equal to the integral of the,Li the time to go from maxpermits to thresholdpermits is equate to the Integral of the,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
the rate at which we move to the right is,the rate At which we move to the right is,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
we emphasize numerical approximation of arbitrary integrals in this example.,we emphasise numerical approximation of arbitrary integrals in this example.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
there are better methods for computing pi.,there are amend methods for figure pi.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
and the time to go from thresholdpermits to 0 is warmupperiod 2.,and the time to go From thresholdpermits to 0 is warmupperiod 2.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
the rate at which we move to the right is,the Rate at which we move to the proper is,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
warmup period is the area of the trapezoid between,warmup Period is the region of the trapezoid between,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"li when used , the time it takes, as explained in the introductory class note, is equal to","li When used , the time it Takes, as explained in the introductory class note, is equal to",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"for computing many digits of pi, consider using bbp.","for calculation many fingerbreadth of pi, Consider Using bbp.",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"li when the ratelimiter is not used, this goes right up to maxpermits","li when the ratelimiter is not used, this choke Right up to maxpermits",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
if a request comes and the last request was,if a Request comes and the last petition was,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
outdir outdir output directory default is the current directory.,outdir outdir turnout directory default is the current Directory.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"the integral of our function, between x permits and x k permits, assuming we want to","the Integral of Our function, between x permits and x k permits, arrogate we want to",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
if a request comes and the last request was,if a request Comes and the Last request was,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
and the time to go from thresholdpermits to 0 is warmupperiod 2.,and the time to go from thresholdpermits To 0 is warmupperiod 2.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"weakkeys , @linkplain #weakvalues weakvalues , or @linkplain #softvalues softvalues are","weakkeys , @linkplain #weakvalues weakvalues , Or @linkplain #softvalues softvalues are",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
outdir outdir output directory default is the current directory.,outdir outdir output directory default is the Current directory.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"storedpermits, we serve from those first","Storedpermits, we serve from those showtime",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"before going into the details of this particular function, let s keep in mind the basics","earlier blend into the details of this Particular Function, let s keep in beware the basics",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"p assuming we have saturated demand, the time to go from maxpermits to thresholdpermits is","p assuming we have Saturated demand, The Time to go from maxpermits to thresholdpermits is",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"li when the ratelimiter is used, this goes left down to zero , since if we have","li when the ratelimiter is Used, this goes left down to zero , since if We receive",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
we emphasize numerical approximation of arbitrary integrals in this example.,we emphasise numerical estimate of arbitrary integrals in this example.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
p certain cache configurations will result in the accrual of periodic maintenance tasks which,p certain cache conformation will result in the accruement of periodical care tasks which,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
throw new illegalargumentexception input is negative value,throw New illegalargumentexception comment is negative value,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"li when the ratelimiter is not used, this goes right up to maxpermits","li when the ratelimiter is Not used, this goes right Up to maxpermits",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"li when used , the time it takes, as explained in the introductory class note, is equal to","li when exploited , the clip It Takes, as explained in the introductory class note, Is equalise to",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
the rate at which we move to the right is,the range at which we move to The decent Is,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
throw new illegalargumentexception input is negative value,throw new illegalargumentexception input is minus value,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"the request has become less ready for future requests , ie its caches become stale, and","the request has become less ready for future petition , Ie its caches become stale, and",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"the request has become less ready for future requests , ie its caches become stale, and","the postulation has become less ready for future request , ie Its caches become stale, And",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
and the time to go from thresholdpermits to 0 is warmupperiod 2.,And the time To go from thresholdpermits to 0 is Warmupperiod 2.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"li when the ratelimiter is used, this goes left down to zero , since if we have","Li when the ratelimiter is used, this goes left depressed to zero , since if we have",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
outdir outdir output directory default is the current directory.,outdir outdir Output directory default is the flow directory.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
we emphasize numerical approximation of arbitrary integrals in this example.,we emphasize numeric approximation of arbitrary integrals in this example.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
li the time to go from maxpermits to thresholdpermits is equal to the integral of the,li the time to go from Maxpermits to thresholdpermits is equal to the integral of the,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
we emphasize numerical approximation of arbitrary integrals in this example.,we emphasize numerical approximation of arbitrary Integrals in this example.,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"the integral of our function, between x permits and x k permits, assuming we want to","the Integral Of our function, Between x permits and x k permits, assuming we want to",[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
p certain cache configurations will result in the accrual of periodic maintenance tasks which,p certain cache Configurations testament result in the accruement of periodic maintenance task which,[0 0 1 1 0 0 0],Class has 30 samples (Target 100)
"namely entity id, entity type and entity created time.","Namely entity Id, entity type and entity make time.",[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
"namely entity id, entity type and entity created time.","namely entity Id, entity case and entity created time.",[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
exact metric ids or prefixes which are then compared against metric,exact metrical ids or prefixes which are then compared against metrical,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
number of metrics to return.,number of metric To Return.,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
they also support a more compact serial representation via the,they besides Support a more compact series Representation Via the,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
this parameter is ignored if metrics are not to,this argument is ignored if metrics are not To,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
this parameter is ignored if metrics are not to,this argument is ignored if metrics are not to,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
"objects written to the store with @link kvindex , indices are created to sort the data","target written To the entrepot with @link kvindex , power are produce to sorting the data",[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
handles showing context menu on long press from a touch screen.,handles showing circumstance menu on long beseech From a match screen.,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
exact config keys or prefixes which are then compared against config,exact config identify or prefix which are Then compared against config,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
"objects written to the store with @link kvindex , indices are created to sort the data","object written to the store with @link kvindex , Indices are make to screen The data",[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
@link #writeto and @link #readfrom methods.,@link #writeto and @link #readfrom Methods.,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
confused with configfilters which is used to decide which entities to,confused with configfilters which is used to determine which entity to,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
they also support a more compact serial representation via the,they also reenforcement a more Compact serial delegacy via the,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
in response.,In response.,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
p bloom filters are serializable.,p bloom Filters are serializable.,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
endpoint does not trigger a spnego authentication,terminus does Not trigger a Spnego authentication,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
with metricfilters which is used to decide which entities to return,with metricfilters which Is Used to settle which entity to return,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
"or empty, all metrics will be fetched if fieldstoretrieve contains","or empty, all prosody will be fetched if fieldstoretrieve contains",[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
number of metrics to return.,number of metric to return.,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
with metricfilters which is used to decide which entities to return,with metricfilters which is use to decide which entity to return,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
confused with configfilters which is used to decide which entities to,garbled with Configfilters which is used to adjudicate which entity to,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
has not actually been put in the @code bloomfilter .,Has not actually been put in the @code bloomfilter .,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
endpoint does not trigger a spnego authentication,termination does not trigger a spnego authentication,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
endpoint does not trigger a spnego authentication,endpoint Does Not trigger a spnego authentication,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
this parameter is ignored if metrics are not to,this argument is ignored if metrics are Not to,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
exact config keys or prefixes which are then compared against config,precise config keys or prefixes Which are so compared Against config,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
exact config keys or prefixes which are then compared against config,Exact config tonality or prefixes which are so compared against config,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
exact config keys or prefixes which are then compared against config,precise config keys or prefixes which are then compared against config,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
exact metric ids or prefixes which are then compared against metric,take Metric ids or prefixes which are then compared against metric,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
that @linkplain #mightcontain object will erroneously return @code true for an object that,that @linkplain #mightcontain target will erroneously return @code true for an object that,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
"namely entity id, entity type and entity created time.","namely entity id, entity case And Entity Created time.",[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
"open a file, while @link #applicationfinished applicationfinishdata is","open a file, while @link #applicationfinished Applicationfinishdata is",[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
p bloom filters are serializable.,p bloom Filters are Serializable.,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
"or empty, all configurations will be fetched if fieldstoretrieve","or empty, all configuration Will be fetch if fieldstoretrieve",[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
"open a file, while @link #applicationfinished applicationfinishdata is","subject A file, while @link #applicationfinished Applicationfinishdata is",[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
p bloom filters are serializable.,p Bloom filters are serializable.,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
exact metric ids or prefixes which are then compared against metric,exact metric ids or prefix which Are Then compare against metric,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
"namely entity id, entity type and entity created time.","namely entity id, entity type and Entity created time.",[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
this parameter is ignored if metrics are not to,this parameter is ignored if prosody Are not to,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
"@link builder , users can also make verifications of the custom resource","@link constructor , users can besides Make Verifications of the custom imagination",[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
number of metrics to return.,number of metrics To return.,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
"or empty, all metrics will be fetched if fieldstoretrieve contains","or empty, all metrics Will be bring if fieldstoretrieve Contains",[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
exact metric ids or prefixes which are then compared against metric,exact Metric ids or prefixes which are then compared Against metric,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
return instead.,return Instead.,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
endpoint does not trigger a spnego authentication,termination Does not trigger a spnego hallmark,[0 0 1 0 1 0 0],Class has 26 samples (Target 100)
